2AK	4CK	6DK	8EK	8DK	8EK	11EK	11EK	7EK	9EK	13EK	13EK	10EK	10EK	15EK	18EK	19EK	22EK	25EK	27EK
2	4BK	6CK	8EK	8CK	8DK	11DK	11EK	7EG	9EK	13EK	13EK	10EK	10EK	15EK	18EK	19EK	22EK	25EK	27EK
2	4AK	6CG	8DK	8CK	8DK	11DK	11EK	7EK	9EG	13EG	13EK	10EK	10EK	15EK	18EK	19EK	22EK	25EK	27EK
2	4AK	6CK	8DK	8CK	8CK	11CK	11DK	7DK	9EK	13EK	13EK	10EK	10EK	15EK	18EK	19EK	22EK	25EK	27EK
2	4AG	6BK	8CK	8BK	8CK	11CK	11DK	7DG	9DK	13DK	13EK	10EG	10EK	15EK	18EK	19EK	22EK	25EK	27EK
2	4AK	6BK	8CK	8BK	8CK	11CK	11DG	7DK	9DK	13DK	13EG	10EK	10EG	15EK	18EK	19EK	22EK	25EK	26EK
2	4	6BG	8CK	8BK	8CG	11CK	11DK	7CK	9DG	13DK	13EK	10DK	10EK	15EG	18EK	18EG	21EK	24EK	26EK
2	4	6BK	8CG	8BK	8CK	11CK	11CK	7CK	9DK	13DK	13DK	10DK	10DK	15EK	17EK	18EK	21EK	24EK	26EK
2	4	6AK	8CK	8AK	8BK	11CG	11CK	7CK	9CK	13DG	12DK	10DK	10DK	15DK	17EG	18DK	21EG	24EK	26EK
2	4	6AK	8BK	8AK	8BK	11CK	11CK	7CK	9CK	12DK	12DK	10DK	10DK	14DK	17EK	18DK	21EK	24EK	25EK
2	4	6AK	8BK	8AK	8BK	11BK	10CK	7CK	9CK	12CK	12DK	10DG	10DK	14DK	17DK	18DK	21DK	24EK	25EK
2	4	6AK	8BK	8AK	8BG	10BK	10CK	7CK	9CK	12CK	12DK	10DK	10DK	14DK	17DK	17DK	20DK	23EK	25EK
2	4	6AK	8BK	8AK	8BK	10BK	10CK	7CK	8CK	12CK	12DK	10CK	10DK	14DK	17DK	17DK	20DK	23EK	25EG
2	4	6AK	8BG	8AK	8AK	10BK	10CG	7CK	8CK	12CK	12DG	10CK	10DK	14DK	16DK	17DG	20DK	23EK	24EK
2	4	6AG	7BK	8AG	8AK	10BG	10CK	7CK	8CK	12CK	12DK	10CK	9DG	14DK	16DK	17DK	20DK	23EG	24DK
2	4	6AK	7AK	8AK	7AK	10BK	10BK	7CG	8CK	12CK	12CK	9CK	9DK	14DG	16DK	17CK	20DK	23EK	24DK
2	4	6	7AK	7	7AK	10AK	10BK	7CK	8CK	12CK	11CK	9CK	9CK	14DK	16DK	17CK	19DG	22DK	24DK
2	4	6	7AK	7	7AK	10AK	10BK	7BK	8CK	11CK	11CK	9CK	9CK	13CK	16DK	16CK	19DK	22DK	24DK
2	4	6	7AK	7	7AK	10AK	10BK	6BK	8CK	11CK	11CK	9CK	9CK	13CK	16DK	16CK	19CK	22DK	23DK
2	4	6	7AK	7	7AG	10AK	10BK	6BK	8CG	11CK	11CK	9CK	9CK	13CK	15DG	16CK	19CK	22DK	23DK
2	4	5	7AK	7	7AK	10AK	9BK	6BK	8CK	11CK	11CK	9CK	9CK	13CK	15DK	16CK	19CK	22DK	23DK
2	4	5	7AK	7	7	9AK	9BK	6BK	8BK	11CK	11CK	9CK	9CK	13CK	15CK	16CK	18CK	22DK	23DG
2	4	5	7AK	7	7	9AK	9BG	6BK	8BK	11CG	11CK	9CK	9CK	13CK	15CK	15CK	18CK	21DK	22DK
2	4	5	7AK	7	7	9AK	9BK	6BK	8BK	11CK	11CK	9CK	9CK	13CK	15CK	15CK	18CK	21DK	22CK
2	4	5	7AG	7	7	9AG	9AK	6BK	7BK	11BK	10CK	9CG	9CK	13CK	15CK	15CG	18CK	21DK	22CK
2	4	5	7AK	7	7	9AK	9AK	6BK	7BK	11BK	10CK	9CK	9CK	12CK	15CK	15CK	18CK	21DG	22CK
2	4	5	7	7	7	9	9AK	6BG	7BK	10BK	10CK	9BK	9CK	12CK	14CK	15BK	17CK	21DK	21CK
2	4	5	7	7	7	9	9AK	6BK	7BK	10BK	10CK	9BK	9CK	12CK	14CK	14BK	17CG	20CK	21CK
2	4	5	6	7	7	9	9AK	6AK	7BK	10BK	10CG	9BK	8CK	12CK	14CK	14BK	17CK	20CK	21CK
2	4	5	6	7	6	9	8AK	6AK	7BK	10BK	10CK	8BK	8CK	12CK	14CK	14BK	17BK	20CK	21CK
2	4	5	6	7	6	9	8AK	6AK	7BG	10BK	10BK	8BK	8CG	12CG	14CK	14BK	17BK	20CK	21CK
2	4	5	6	6	6	8	8AK	6AK	7BK	10BK	10BK	8BK	8CK	12CK	14CK	14BK	16BK	20CK	20CK
2	3	5	6	6	6	8	8AK	6AK	7AK	10BK	9BK	8BK	8BK	12BK	13CK	14BK	16BK	19CK	20CG
2	3	5	6	6	6	8	8AK	6AK	7AK	10BK	9BK	8BK	8BK	11BK	13CG	13BG	16BK	19CK	20CK
2	3	5	6	6	6	8	8AG	6AK	7AK	9BK	9BK	8BK	8BK	11BK	13CK	13BK	16BK	19CK	20BK
2	3	5	6	6	6	8	8AK	6AK	7AK	9BG	9BK	8BK	8BK	11BK	13BK	13AK	16BK	19CK	19BK
2	3	5	6	6	6	8	8	5AK	6AK	9BK	9BK	8BK	8BK	11BK	13BK	13AK	15BK	19CK	19BK
2	3	5	6	6	6	8	8	5AK	6AK	9AK	9BK	8BK	8BK	11BK	13BK	13AK	15BG	19CK	19BK
2	3	5	6	6	6	8	8	5AK	6AK	9AK	9BK	8BG	8BK	11BK	12BK	12AK	15BK	18CG	19BK
2	3	4	6	6	6	8	7	5AG	6AK	9AK	9BK	8BK	8BK	11BK	12BK	12AK	15AK	18CK	18BK
2	3	4	6	6	6	8	7	5AK	6AK	9AK	8BK	8AK	8BK	11BK	12BK	12AK	15AK	18BK	18BK
2	3	4	6	6	6	7	7	5	6AK	9AK	8BK	8AK	8BK	10BK	12BK	12AK	14AK	18BK	18BK
2	3	4	5	6	6	7	7	5	6AK	9AK	8BK	8AK	7BK	10BK	12BK	12AK	14AK	18BK	18BG
2	3	4	5	6	6	7	7	5	6AK	8AK	8BG	8AK	7BK	10BK	12BK	11AK	14AK	17BK	17BK
2	3	4	5	6	5	7	7	5	6AG	8AK	8BK	7AK	7BG	10BK	12BK	11AK	14AK	17BK	17AK
2	3	4	5	6	5	7	7	5	6AK	8AK	8AK	7AK	7BK	10BK	11BK	11AK	14AK	17BK	17AK
2	3	4	5	5	5	7	7	5	6	8AK	8AK	7AK	7AK	10BG	11BK	11AK	13AK	17BK	17AK
2	3	4	5	5	5	7	7	5	6	8AK	8AK	7AK	7AK	10BK	11BK	11	13AK	17BK	17AK
2	3	4	5	5	5	7	7	5	5	8AK	7AK	7AK	7AK	10AK	11BK	11	13AK	16BK	16AK
2	3	4	5	5	5	7	6	5	5	8AG	7AK	7AK	7AK	9AK	11BK	10	13AK	16BK	16AK
2	3	4	5	5	5	7	6	5	5	8AK	7AK	7AK	7AK	9AK	11BG	10	13AG	16BG	16AK
2	3	4	5	5	5	6	6	5	5	7	7AK	7AK	7AK	9AK	10BK	10	12AK	16BK	16AK
2	3	4	5	5	5	6	6	5	5	7	7AK	7AK	7AK	9AK	10AK	10	12	16AK	15AK
2	3	4	5	5	5	6	6	4	5	7	7AK	7AK	7AK	9AK	10AK	10	12	16AK	15AK
2	3	4	5	5	5	6	6	4	5	7	7AK	7AG	7AK	9AK	10AK	9	12	15AK	15AK
2	3	4	5	5	5	6	6	4	5	7	7AK	7AK	7AK	9AK	10AK	9	12	15AK	15AG
2	3	4	4	5	5	6	6	4	5	7	6AK	7	6AK	9AK	10AK	9	11	15AK	14AK
2	3	4	4	5	5	6	6	4	5	7	6AK	7	6AK	9AK	9AK	9	11	15AK	14
2	3	3	4	5	4	6	5	4	5	7	6AK	6	6AK	8AK	9AK	9	11	15AK	14
2	3	3	4	5	4	6	5	4	5	6	6AG	6	6AG	8AK	9AK	8	11	14AK	14
2	3	3	4	5	4	6	5	4	4	6	6AK	6	6AK	8AK	9AK	8	11	14AK	14
2	3	3	4	4	4	5	5	4	4	6	6	6	6	8AK	9AK	8	10	14AK	13
2	3	3	4	4	4	5	5	4	4	6	6	6	6	8AK	9AK	8	10	14AK	13
2	2	3	4	4	4	5	5	4	4	6	6	6	6	8AK	9AK	8	10	14AK	13
2	2	3	4	4	4	5	5	4	4	6	5	6	6	8AG	8AK	8	10	13AK	13
2	2	3	4	4	4	5	5	4	4	6	5	6	6	8AK	8AK	7	10	13AG	12
2	2	3	4	4	4	5	5	4	4	6	5	6	6	7	8AK	7	9	13AK	12
2	2	3	4	4	4	5	5	4	4	6	5	6	6	7	8AK	7	9	13	12
1	2	3	4	4	4	5	4	4	4	5	5	6	6	7	8AK	7	9	13	12
1	2	3	4	4	4	5	4	4	4	5	5	6	6	7	8AG	7	9	13	11
1	2	3	3	4	4	5	4	4	4	5	5	6	5	7	7AK	6	9	12	11
1	2	3	3	4	4	4	4	3	4	5	5	6	5	7	7	6	8	12	11
1	2	3	3	4	4	4	4	3	3	5	4	6	5	7	7	6	8	12	11
1	2	3	3	4	3	4	4	3	3	5	4	5	5	7	7	6	8	12	11
1	2	3	3	4	3	4	4	3	3	5	4	5	5	6	7	6	8	12	11
1	2	3	3	4	3	4	4	3	3	5	4	5	5	6	7	5	8	11	10
1	2	3	3	3	3	4	4	3	3	4	4	5	5	6	6	5	7	11	10
1	2	3	3	3	3	4	4	3	3	4	4	5	5	6	6	5	7	11	10
1	2	2	3	3	3	4	3	3	3	4	4	5	5	6	6	5	7	11	9
1	2	2	3	3	3	4	3	3	3	4	4	5	5	6	6	5	7	11	9
1	2	2	3	3	3	4	3	3	3	4	3	5	5	6	6	5	7	10	9
1	2	2	3	3	3	3	3	3	3	4	3	5	5	6	6	4	6	10	9
1	2	2	2	3	3	3	3	3	2	4	3	5	5	5	5	4	6	10	8
1	2	2	2	3	2	3	2	3	2	3	2	4	4	5	5	3	0	9	0
1	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	0	0	8	0
1	1	1	1	2	2	2	1	2	0	2	0	4	3	3	3	0	0	0	0
1	1	1	1	2	1	1	1	2	0	0	0	3	3	3	0	0	0	0	0
1	1	1	1	1	1	1	0	0	0	0	0	3	3	0	0	0	0	0	0
1	1	1	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0
1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0